,freq,score
0,0.23473053892220527,0.29418386491557225
1,0.23473053892220527,0.29418386491557225
2,0.02526197604790458,0.021106941838649154
3,0.02526197604790458,0.021106941838649154
4,0.02526197604790458,0.021106941838649154
5,0.02526197604790458,0.021106941838649154
6,0.02526197604790458,0.021106941838649154
7,0.02526197604790458,0.021106941838649154
8,0.02526197604790458,0.021106941838649154
9,0.02526197604790458,0.021106941838649154
10,0.025149700598802782,0.02101313320825516
11,0.025149700598802782,0.02101313320825516
12,0.025149700598802782,0.02101313320825516
13,0.025149700598802782,0.02101313320825516
14,0.00785928143712568,0.005628517823639775
15,0.00785928143712568,0.005628517823639775
16,0.00785928143712568,0.005628517823639775
17,0.00785928143712568,0.005628517823639775
18,0.00785928143712568,0.005628517823639775
19,0.00785928143712568,0.005628517823639775
20,0.00785928143712568,0.005628517823639775
21,0.00785928143712568,0.005628517823639775
22,0.00785928143712568,0.005628517823639775
23,0.00785928143712568,0.005628517823639775
24,0.00785928143712568,0.005628517823639775
25,0.00785928143712568,0.005628517823639775
26,0.00785928143712568,0.005628517823639775
27,0.00785928143712568,0.005628517823639775
28,0.00785928143712568,0.005628517823639775
29,0.00785928143712568,0.005628517823639775
30,0.007335329341317305,0.00525328330206379
31,0.007335329341317305,0.00525328330206379
32,0.007335329341317305,0.00525328330206379
33,0.007335329341317305,0.00525328330206379
34,0.007335329341317305,0.00525328330206379
35,0.007335329341317305,0.00525328330206379
36,0.007335329341317305,0.00525328330206379
37,0.007335329341317305,0.00525328330206379
38,0.002395209580838327,0.00150093808630394
39,0.002395209580838327,0.00150093808630394
40,0.002395209580838327,0.00150093808630394
41,0.002395209580838327,0.00150093808630394
42,0.002245508982035931,0.0014071294559099437
43,0.002245508982035931,0.0014071294559099437
44,0.002245508982035931,0.0014071294559099437
45,0.002245508982035931,0.0014071294559099437
46,0.002245508982035931,0.0014071294559099437
47,0.002245508982035931,0.0014071294559099437
48,0.002245508982035931,0.0014071294559099437
49,0.002245508982035931,0.0014071294559099437
50,0.002245508982035931,0.0014071294559099437
51,0.002245508982035931,0.0014071294559099437
52,0.002245508982035931,0.0014071294559099437
53,0.002245508982035931,0.0014071294559099437
54,0.0006736526946107781,0.000375234521575985
55,0.0006736526946107781,0.000375234521575985
56,0.0006736526946107781,0.000375234521575985
57,0.0006736526946107781,0.000375234521575985
58,0.0006736526946107781,0.000375234521575985
59,0.0006736526946107781,0.000375234521575985
60,0.0006736526946107781,0.000375234521575985
61,0.0006736526946107781,0.000375234521575985
62,0.00018712574850299405,9.380863039399625e-05
63,0.00018712574850299405,9.380863039399625e-05
64,0.00018712574850299405,9.380863039399625e-05
65,0.00018712574850299405,9.380863039399625e-05
66,0.00018712574850299405,9.380863039399625e-05
67,0.00018712574850299405,9.380863039399625e-05
68,0.00018712574850299405,9.380863039399625e-05
69,0.00018712574850299405,9.380863039399625e-05
